id,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias
1648,bw,Spoink,60,25,35,70,80,60,30.6,0.7,Standard,325,spoink
1649,bw,Grumpig,80,45,65,90,110,80,71.5,0.9,Standard,326,grumpig
1650,bw,Spinda,60,60,60,60,60,60,5.0,1.1,Standard,327,spinda
1651,bw,Trapinch,45,100,45,45,45,10,15.0,0.7,Standard,328,trapinch
1652,bw,Vibrava,50,70,50,50,50,70,15.3,1.1,Standard,329,vibrava
1653,bw,Nidorino,61,72,57,55,55,65,19.5,0.9,Standard,33,nidorino
1654,bw,Flygon,80,100,80,80,80,100,82.0,2.0,Standard,330,flygon
1655,bw,Cacnea,50,85,40,85,40,35,51.3,0.4,Standard,331,cacnea
1656,bw,Cacturne,70,115,60,115,60,55,77.4,1.3,Standard,332,cacturne
1657,bw,Swablu,45,40,60,40,75,50,1.2,0.4,Standard,333,swablu
1658,bw,Altaria,75,70,90,70,105,80,20.6,1.1,Standard,334,altaria
1659,bw,Zangoose,73,115,60,60,60,90,40.3,1.3,Standard,335,zangoose
1660,bw,Seviper,73,100,60,100,60,65,52.5,2.7,Standard,336,seviper
1661,bw,Lunatone,70,55,65,95,85,70,168.0,1.0,Standard,337,lunatone
1662,bw,Solrock,70,95,85,55,65,70,154.0,1.2,Standard,338,solrock
1663,bw,Barboach,50,48,43,46,41,60,1.9,0.4,Standard,339,barboach
1664,bw,Nidoking,81,92,77,85,75,85,62.0,1.4,Standard,34,nidoking
1665,bw,Whiscash,110,78,73,76,71,60,23.6,0.9,Standard,340,whiscash
1666,bw,Corphish,43,80,65,50,35,35,11.5,0.6,Standard,341,corphish
1667,bw,Crawdaunt,63,120,85,90,55,55,32.8,1.1,Standard,342,crawdaunt
1668,bw,Baltoy,40,40,55,40,70,55,21.5,0.5,Standard,343,baltoy
1669,bw,Claydol,60,70,105,70,120,75,108.0,1.5,Standard,344,claydol
1670,bw,Lileep,66,41,77,61,87,23,23.8,1.0,Standard,345,lileep
1671,bw,Cradily,86,81,97,81,107,43,60.4,1.5,Standard,346,cradily
1672,bw,Anorith,45,95,50,40,50,75,12.5,0.7,Standard,347,anorith
1673,bw,Armaldo,75,125,100,70,80,45,68.2,1.5,Standard,348,armaldo
1674,bw,Feebas,20,15,20,10,55,80,7.4,0.6,Standard,349,feebas
1675,bw,Clefairy,70,45,48,60,65,35,7.5,0.6,Standard,35,clefairy
1676,bw,Milotic,95,60,79,100,125,81,162.0,6.2,Standard,350,milotic
1677,bw,Castform,70,70,70,70,70,70,0.8,0.3,Standard,351,castform
1678,bw,Kecleon,60,90,70,60,120,40,22.0,1.0,Standard,352,kecleon
1679,bw,Shuppet,44,75,35,63,33,45,2.3,0.6,Standard,353,shuppet
1680,bw,Banette,64,115,65,83,63,65,12.5,1.1,Standard,354,banette
1681,bw,Duskull,20,40,90,30,90,25,15.0,0.8,Standard,355,duskull
1682,bw,Dusclops,40,70,130,60,130,25,30.6,1.6,Standard,356,dusclops
1683,bw,Tropius,99,68,83,72,87,51,100.0,2.0,Standard,357,tropius
1684,bw,Chimecho,65,50,70,95,80,65,1.0,0.6,Standard,358,chimecho
1685,bw,Absol,65,130,60,75,60,75,47.0,1.2,Standard,359,absol
1686,bw,Clefable,95,70,73,85,90,60,40.0,1.3,Standard,36,clefable
1687,bw,Wynaut,95,23,48,23,48,23,14.0,0.6,Standard,360,wynaut
1688,bw,Snorunt,50,50,50,50,50,50,16.8,0.7,Standard,361,snorunt
1689,bw,Glalie,80,80,80,80,80,80,256.5,1.5,Standard,362,glalie
1690,bw,Spheal,70,40,50,55,50,25,39.5,0.8,Standard,363,spheal
1691,bw,Sealeo,90,60,70,75,70,45,87.6,1.1,Standard,364,sealeo
1692,bw,Walrein,110,80,90,95,90,65,150.6,1.4,Standard,365,walrein
1693,bw,Clamperl,35,64,85,74,55,32,52.5,0.4,Standard,366,clamperl
1694,bw,Huntail,55,104,105,94,75,52,27.0,1.7,Standard,367,huntail
1695,bw,Gorebyss,55,84,105,114,75,52,22.6,1.8,Standard,368,gorebyss
1696,bw,Relicanth,100,90,130,45,65,55,23.4,1.0,Standard,369,relicanth
1697,bw,Vulpix,38,41,40,50,65,65,9.9,0.6,Standard,37,vulpix
1698,bw,Luvdisc,43,30,55,40,65,97,8.7,0.6,Standard,370,luvdisc
1699,bw,Bagon,45,75,60,40,30,50,42.1,0.6,Standard,371,bagon
1700,bw,Shelgon,65,95,100,60,50,50,110.5,1.1,Standard,372,shelgon
1701,bw,Salamence,95,135,80,110,80,100,102.6,1.5,Standard,373,salamence
1702,bw,Beldum,40,55,80,35,60,30,95.2,0.6,Standard,374,beldum
1703,bw,Metang,60,75,100,55,80,50,202.5,1.2,Standard,375,metang
1704,bw,Metagross,80,135,130,95,90,70,550.0,1.6,Standard,376,metagross
1705,bw,Regirock,80,100,200,50,100,50,230.0,1.7,Standard,377,regirock
1706,bw,Regice,80,50,100,100,200,50,175.0,1.8,Standard,378,regice
1707,bw,Registeel,80,75,150,75,150,50,205.0,1.9,Standard,379,registeel
1708,bw,Ninetales,73,76,75,81,100,100,19.9,1.1,Standard,38,ninetales
1709,bw,Latias,80,80,90,110,130,110,40.0,1.4,Standard,380,latias
1710,bw,Latios,80,90,80,130,110,110,60.0,2.0,Standard,381,latios
1711,bw,Kyogre,100,100,90,150,140,90,352.0,4.5,Standard,382,kyogre
1712,bw,Groudon,100,150,140,100,90,90,950.0,3.5,Standard,383,groudon
1713,bw,Rayquaza,105,150,90,150,90,95,206.5,7.0,Standard,384,rayquaza
1714,bw,Jirachi,100,100,100,100,100,100,1.1,0.3,Standard,385,jirachi
1715,bw,Deoxys,50,150,50,150,50,150,60.8,1.7,Standard,386,deoxys
1716,bw,Deoxys-Attack,50,180,20,180,20,150,60.8,1.7,Standard,386,deoxys-attack
1717,bw,Deoxys-Defense,50,70,160,70,160,90,60.8,1.7,Standard,386,deoxys-defense
1718,bw,Deoxys-Speed,50,95,90,95,90,180,60.8,1.7,Standard,386,deoxys-speed
1719,bw,Turtwig,55,68,64,45,55,31,10.2,0.4,Standard,387,turtwig
1720,bw,Grotle,75,89,85,55,65,36,97.0,1.1,Standard,388,grotle
1721,bw,Torterra,95,109,105,75,85,56,310.0,2.2,Standard,389,torterra
1722,bw,Jigglypuff,115,45,20,45,25,20,5.5,0.5,Standard,39,jigglypuff
1723,bw,Chimchar,44,58,44,58,44,61,6.2,0.5,Standard,390,chimchar
1724,bw,Monferno,64,78,52,78,52,81,22.0,0.9,Standard,391,monferno
1725,bw,Infernape,76,104,71,104,71,108,55.0,1.2,Standard,392,infernape
1726,bw,Piplup,53,51,53,61,56,40,5.2,0.4,Standard,393,piplup
1727,bw,Prinplup,64,66,68,81,76,50,23.0,0.8,Standard,394,prinplup
1728,bw,Empoleon,84,86,88,111,101,60,84.5,1.7,Standard,395,empoleon
1729,bw,Starly,40,55,30,30,30,60,2.0,0.3,Standard,396,starly
1730,bw,Staravia,55,75,50,40,40,80,15.5,0.6,Standard,397,staravia
1731,bw,Staraptor,85,120,70,50,50,100,24.9,1.2,Standard,398,staraptor
1732,bw,Bidoof,59,45,40,35,40,31,20.0,0.5,Standard,399,bidoof
1733,bw,Charmander,39,52,43,60,50,65,8.5,0.6,Standard,4,charmander
1734,bw,Wigglytuff,140,70,45,75,50,45,12.0,1.0,Standard,40,wigglytuff
1735,bw,Bibarel,79,85,60,55,60,71,31.5,1.0,Standard,400,bibarel
1736,bw,Kricketot,37,25,41,25,41,25,2.2,0.3,Standard,401,kricketot
1737,bw,Kricketune,77,85,51,55,51,65,25.5,1.0,Standard,402,kricketune
1738,bw,Shinx,45,65,34,40,34,45,9.5,0.5,Standard,403,shinx
1739,bw,Luxio,60,85,49,60,49,60,30.5,0.9,Standard,404,luxio
1740,bw,Luxray,80,120,79,95,79,70,42.0,1.4,Standard,405,luxray
1741,bw,Budew,40,30,35,50,70,55,1.2,0.2,Standard,406,budew
1742,bw,Roserade,60,70,55,125,105,90,14.5,0.9,Standard,407,roserade
1743,bw,Cranidos,67,125,40,30,30,58,31.5,0.9,Standard,408,cranidos
1744,bw,Rampardos,97,165,60,65,50,58,102.5,1.6,Standard,409,rampardos
1745,bw,Zubat,40,45,35,30,40,55,7.5,0.8,Standard,41,zubat
1746,bw,Shieldon,30,42,118,42,88,30,57.0,0.5,Standard,410,shieldon
1747,bw,Bastiodon,60,52,168,47,138,30,149.5,1.3,Standard,411,bastiodon
1748,bw,Burmy,40,29,45,29,45,36,3.4,0.2,Standard,412,burmy
1749,bw,Wormadam,60,59,85,79,105,36,6.5,0.5,Standard,413,wormadam
1750,bw,Wormadam-Sandy,60,79,105,59,85,36,6.5,0.5,Standard,413,wormadam-sandy
1751,bw,Wormadam-Trash,60,69,95,69,95,36,6.5,0.5,Standard,413,wormadam-trash
1752,bw,Mothim,70,94,50,94,50,66,23.3,0.9,Standard,414,mothim
1753,bw,Combee,30,30,42,30,42,70,5.5,0.3,Standard,415,combee
1754,bw,Vespiquen,70,80,102,80,102,40,38.5,1.2,Standard,416,vespiquen
1755,bw,Pachirisu,60,45,70,45,90,95,3.9,0.4,Standard,417,pachirisu
1756,bw,Buizel,55,65,35,60,30,85,29.5,0.7,Standard,418,buizel
1757,bw,Floatzel,85,105,55,85,50,115,33.5,1.1,Standard,419,floatzel
1758,bw,Golbat,75,80,70,65,75,90,55.0,1.6,Standard,42,golbat
1759,bw,Cherubi,45,35,45,62,53,35,3.3,0.4,Standard,420,cherubi
1760,bw,Cherrim,70,60,70,87,78,85,9.3,0.5,Standard,421,cherrim
1761,bw,Shellos,76,48,48,57,62,34,6.3,0.3,Standard,422,shellos
1762,bw,Gastrodon,111,83,68,92,82,39,29.9,0.9,Standard,423,gastrodon
1763,bw,Ambipom,75,100,66,60,66,115,20.3,1.2,Standard,424,ambipom
1764,bw,Drifloon,90,50,34,60,44,70,1.2,0.4,Standard,425,drifloon
1765,bw,Drifblim,150,80,44,90,54,80,15.0,1.2,Standard,426,drifblim
1766,bw,Buneary,55,66,44,44,56,85,5.5,0.4,Standard,427,buneary
1767,bw,Lopunny,65,76,84,54,96,105,33.3,1.2,Standard,428,lopunny
1768,bw,Mismagius,60,60,60,105,105,105,4.4,0.9,Standard,429,mismagius
1769,bw,Oddish,45,50,55,75,65,30,5.4,0.5,Standard,43,oddish
1770,bw,Honchkrow,100,125,52,105,52,71,27.3,0.9,Standard,430,honchkrow
1771,bw,Glameow,49,55,42,42,37,85,3.9,0.5,Standard,431,glameow
1772,bw,Purugly,71,82,64,64,59,112,43.8,1.0,Standard,432,purugly
1773,bw,Chingling,45,30,50,65,50,45,0.6,0.2,Standard,433,chingling
1774,bw,Stunky,63,63,47,41,41,74,19.2,0.4,Standard,434,stunky
1775,bw,Skuntank,103,93,67,71,61,84,38.0,1.0,Standard,435,skuntank
1776,bw,Bronzor,57,24,86,24,86,23,60.5,0.5,Standard,436,bronzor
1777,bw,Bronzong,67,89,116,79,116,33,187.0,1.3,Standard,437,bronzong
1778,bw,Bonsly,50,80,95,10,45,10,15.0,0.5,Standard,438,bonsly
1779,bw,Mime Jr.,20,25,45,70,90,60,13.0,0.6,Standard,439,mime-jr-
1780,bw,Gloom,60,65,70,85,75,40,8.6,0.8,Standard,44,gloom
1781,bw,Happiny,100,5,5,15,65,30,24.4,0.6,Standard,440,happiny
1782,bw,Chatot,76,65,45,92,42,91,1.9,0.5,Standard,441,chatot
1783,bw,Spiritomb,50,92,108,92,108,35,108.0,1.0,Standard,442,spiritomb
1784,bw,Gible,58,70,45,40,45,42,20.5,0.7,Standard,443,gible
1785,bw,Gabite,68,90,65,50,55,82,56.0,1.4,Standard,444,gabite
1786,bw,Garchomp,108,130,95,80,85,102,95.0,1.9,Standard,445,garchomp
1787,bw,Munchlax,135,85,40,40,85,5,105.0,0.6,Standard,446,munchlax
1788,bw,Riolu,40,70,40,35,40,60,20.2,0.7,Standard,447,riolu
1789,bw,Lucario,70,110,70,115,70,90,54.0,1.2,Standard,448,lucario
1790,bw,Hippopotas,68,72,78,38,42,32,49.5,0.8,Standard,449,hippopotas
1791,bw,Vileplume,75,80,85,100,90,50,18.6,1.2,Standard,45,vileplume
1792,bw,Hippowdon,108,112,118,68,72,47,300.0,2.0,Standard,450,hippowdon
1793,bw,Skorupi,40,50,90,30,55,65,12.0,0.8,Standard,451,skorupi
1794,bw,Drapion,70,90,110,60,75,95,61.5,1.3,Standard,452,drapion
1795,bw,Croagunk,48,61,40,61,40,50,23.0,0.7,Standard,453,croagunk
1796,bw,Toxicroak,83,106,65,86,65,85,44.4,1.3,Standard,454,toxicroak
1797,bw,Carnivine,74,100,72,90,72,46,27.0,1.4,Standard,455,carnivine
1798,bw,Finneon,49,49,56,49,61,66,7.0,0.4,Standard,456,finneon
1799,bw,Lumineon,69,69,76,69,86,91,24.0,1.2,Standard,457,lumineon
1800,bw,Mantyke,45,20,50,60,120,50,65.0,1.0,Standard,458,mantyke
1801,bw,Snover,60,62,50,62,60,40,50.5,1.0,Standard,459,snover
1802,bw,Paras,35,70,55,45,55,25,5.4,0.3,Standard,46,paras
1803,bw,Abomasnow,90,92,75,92,85,60,135.5,2.2,Standard,460,abomasnow
1804,bw,Weavile,70,120,65,45,85,125,34.0,1.1,Standard,461,weavile
1805,bw,Magnezone,70,70,115,130,90,60,180.0,1.2,Standard,462,magnezone
1806,bw,Lickilicky,110,85,95,80,95,50,140.0,1.7,Standard,463,lickilicky
1807,bw,Rhyperior,115,140,130,55,55,40,282.8,2.4,Standard,464,rhyperior
1808,bw,Tangrowth,100,100,125,110,50,50,128.6,2.0,Standard,465,tangrowth
1809,bw,Electivire,75,123,67,95,85,95,138.6,1.8,Standard,466,electivire
1810,bw,Magmortar,75,95,67,125,95,83,68.0,1.6,Standard,467,magmortar
1811,bw,Togekiss,85,50,95,120,115,80,38.0,1.5,Standard,468,togekiss
1812,bw,Yanmega,86,76,86,116,56,95,51.5,1.9,Standard,469,yanmega
1813,bw,Parasect,60,95,80,60,80,30,29.5,1.0,Standard,47,parasect
1814,bw,Leafeon,65,110,130,60,65,95,25.5,1.0,Standard,470,leafeon
1815,bw,Glaceon,65,60,110,130,95,65,25.9,0.8,Standard,471,glaceon
1816,bw,Gliscor,75,95,125,45,75,95,42.5,2.0,Standard,472,gliscor
1817,bw,Mamoswine,110,130,80,70,60,80,291.0,2.5,Standard,473,mamoswine
1818,bw,Porygon-Z,85,80,70,135,75,90,34.0,0.9,Standard,474,porygon-z
1819,bw,Gallade,68,125,65,65,115,80,52.0,1.6,Standard,475,gallade
1820,bw,Probopass,60,55,145,75,150,40,340.0,1.4,Standard,476,probopass
1821,bw,Dusknoir,45,100,135,65,135,45,106.6,2.2,Standard,477,dusknoir
1822,bw,Froslass,70,80,70,80,70,110,26.6,1.3,Standard,478,froslass
1823,bw,Rotom,50,50,77,95,77,91,0.3,0.3,Standard,479,rotom
1824,bw,Rotom-Fan,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-fan
1825,bw,Rotom-Frost,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-frost
1826,bw,Rotom-Heat,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-heat
1827,bw,Rotom-Mow,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-mow
1828,bw,Rotom-Wash,50,65,107,105,107,86,0.3,0.3,Standard,479,rotom-wash
1829,bw,Venonat,60,55,50,40,55,45,30.0,1.0,Standard,48,venonat
1830,bw,Uxie,75,75,130,75,130,95,0.3,0.3,Standard,480,uxie
1831,bw,Mesprit,80,105,105,105,105,80,0.3,0.3,Standard,481,mesprit
1832,bw,Azelf,75,125,70,125,70,115,0.3,0.3,Standard,482,azelf
1833,bw,Dialga,100,120,120,150,100,90,683.0,5.4,Standard,483,dialga
1834,bw,Palkia,90,120,100,150,120,100,336.0,4.2,Standard,484,palkia
1835,bw,Heatran,91,90,106,130,106,77,430.0,1.7,Standard,485,heatran
1836,bw,Regigigas,110,160,110,80,110,100,420.0,3.7,Standard,486,regigigas
1837,bw,Giratina,150,100,120,100,120,90,750.0,4.5,Standard,487,giratina
1838,bw,Giratina-Origin,150,120,100,120,100,90,650.0,6.9,Standard,487,giratina-origin
1839,bw,Cresselia,120,70,120,75,130,85,85.6,1.5,Standard,488,cresselia
1840,bw,Phione,80,80,80,80,80,80,3.1,0.4,Standard,489,phione
1841,bw,Venomoth,70,65,60,90,75,90,12.5,1.5,Standard,49,venomoth
1842,bw,Manaphy,100,100,100,100,100,100,1.4,0.3,Standard,490,manaphy
1843,bw,Darkrai,70,90,90,135,90,125,50.5,1.5,Standard,491,darkrai
1844,bw,Shaymin,100,100,100,100,100,100,2.1,0.2,Standard,492,shaymin
1845,bw,Shaymin-Sky,100,103,75,120,75,127,5.2,0.4,Standard,492,shaymin-sky
1846,bw,Arceus,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus
1847,bw,Arceus-Bug,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-bug
1848,bw,Arceus-Dark,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-dark
1849,bw,Arceus-Dragon,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-dragon
1850,bw,Arceus-Electric,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-electric
1851,bw,Arceus-Fighting,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-fighting
1852,bw,Arceus-Fire,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-fire
1853,bw,Arceus-Flying,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-flying
1854,bw,Arceus-Ghost,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ghost
1855,bw,Arceus-Grass,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-grass
1856,bw,Arceus-Ground,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ground
1857,bw,Arceus-Ice,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-ice
1858,bw,Arceus-Poison,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-poison
1859,bw,Arceus-Psychic,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-psychic
1860,bw,Arceus-Rock,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-rock
1861,bw,Arceus-Steel,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-steel
1862,bw,Arceus-Water,120,120,120,120,120,120,320.0,3.2,Standard,493,arceus-water
1863,bw,Victini,100,100,100,100,100,100,4.0,0.4,Standard,494,victini
1864,bw,Snivy,45,45,55,45,55,63,8.1,0.6,Standard,495,snivy
1865,bw,Servine,60,60,75,60,75,83,16.0,0.8,Standard,496,servine
1866,bw,Serperior,75,75,95,75,95,113,63.0,3.3,Standard,497,serperior
1867,bw,Tepig,65,63,45,45,45,45,9.9,0.5,Standard,498,tepig
1868,bw,Pignite,90,93,55,70,55,55,55.5,1.0,Standard,499,pignite
1869,bw,Charmeleon,58,64,58,80,65,80,19.0,1.1,Standard,5,charmeleon
1870,bw,Diglett,10,55,25,35,45,95,0.8,0.2,Standard,50,diglett
1871,bw,Emboar,110,123,65,100,65,65,150.0,1.6,Standard,500,emboar
1872,bw,Oshawott,55,55,45,63,45,45,5.9,0.5,Standard,501,oshawott
1873,bw,Dewott,75,75,60,83,60,60,24.5,0.8,Standard,502,dewott
1874,bw,Samurott,95,100,85,108,70,70,94.6,1.5,Standard,503,samurott
1875,bw,Patrat,45,55,39,35,39,42,11.6,0.5,Standard,504,patrat
1876,bw,Watchog,60,85,69,60,69,77,27.0,1.1,Standard,505,watchog
1877,bw,Lillipup,45,60,45,25,45,55,4.1,0.4,Standard,506,lillipup
1878,bw,Herdier,65,80,65,35,65,60,14.7,0.9,Standard,507,herdier
1879,bw,Stoutland,85,100,90,45,90,80,61.0,1.2,Standard,508,stoutland
1880,bw,Purrloin,41,50,37,50,37,66,10.1,0.4,Standard,509,purrloin
1881,bw,Dugtrio,35,80,50,50,70,120,33.3,0.7,Standard,51,dugtrio
1882,bw,Liepard,64,88,50,88,50,106,37.5,1.1,Standard,510,liepard
1883,bw,Pansage,50,53,48,53,48,64,10.5,0.6,Standard,511,pansage
1884,bw,Simisage,75,98,63,98,63,101,30.5,1.1,Standard,512,simisage
1885,bw,Pansear,50,53,48,53,48,64,11.0,0.6,Standard,513,pansear
1886,bw,Simisear,75,98,63,98,63,101,28.0,1.0,Standard,514,simisear
1887,bw,Panpour,50,53,48,53,48,64,13.5,0.6,Standard,515,panpour
1888,bw,Simipour,75,98,63,98,63,101,29.0,1.0,Standard,516,simipour
1889,bw,Munna,76,25,45,67,55,24,23.3,0.6,Standard,517,munna
1890,bw,Musharna,116,55,85,107,95,29,60.5,1.1,Standard,518,musharna
1891,bw,Pidove,50,55,50,36,30,43,2.1,0.3,Standard,519,pidove
1892,bw,Meowth,40,45,35,40,40,90,4.2,0.4,Standard,52,meowth
1893,bw,Tranquill,62,77,62,50,42,65,15.0,0.6,Standard,520,tranquill
1894,bw,Unfezant,80,105,80,65,55,93,29.0,1.2,Standard,521,unfezant
1895,bw,Blitzle,45,60,32,50,32,76,29.8,0.8,Standard,522,blitzle
1896,bw,Zebstrika,75,100,63,80,63,116,79.5,1.6,Standard,523,zebstrika
1897,bw,Roggenrola,55,75,85,25,25,15,18.0,0.4,Standard,524,roggenrola
1898,bw,Boldore,70,105,105,50,40,20,102.0,0.9,Standard,525,boldore
1899,bw,Gigalith,85,135,130,60,70,25,260.0,1.7,Standard,526,gigalith
1900,bw,Woobat,55,45,43,55,43,72,2.1,0.4,Standard,527,woobat
1901,bw,Swoobat,67,57,55,77,55,114,10.5,0.9,Standard,528,swoobat
1902,bw,Drilbur,60,85,40,30,45,68,8.5,0.3,Standard,529,drilbur
1903,bw,Persian,65,70,60,65,65,115,32.0,1.0,Standard,53,persian
1904,bw,Excadrill,110,135,60,50,65,88,40.4,0.7,Standard,530,excadrill
1905,bw,Audino,103,60,86,60,86,50,31.0,1.1,Standard,531,audino
1906,bw,Timburr,75,80,55,25,35,35,12.5,0.6,Standard,532,timburr
1907,bw,Gurdurr,85,105,85,40,50,40,40.0,1.2,Standard,533,gurdurr
1908,bw,Conkeldurr,105,140,95,55,65,45,87.0,1.4,Standard,534,conkeldurr
1909,bw,Tympole,50,50,40,50,40,64,4.5,0.5,Standard,535,tympole
1910,bw,Palpitoad,75,65,55,65,55,69,17.0,0.8,Standard,536,palpitoad
1911,bw,Seismitoad,105,85,75,85,75,74,62.0,1.5,Standard,537,seismitoad
1912,bw,Throh,120,100,85,30,85,45,55.5,1.3,Standard,538,throh
1913,bw,Sawk,75,125,75,30,75,85,51.0,1.4,Standard,539,sawk
1914,bw,Psyduck,50,52,48,65,50,55,19.6,0.8,Standard,54,psyduck
1915,bw,Sewaddle,45,53,70,40,60,42,2.5,0.3,Standard,540,sewaddle
1916,bw,Swadloon,55,63,90,50,80,42,7.3,0.5,Standard,541,swadloon
1917,bw,Leavanny,75,103,80,70,70,92,20.5,1.2,Standard,542,leavanny
1918,bw,Venipede,30,45,59,30,39,57,5.3,0.4,Standard,543,venipede
1919,bw,Whirlipede,40,55,99,40,79,47,58.5,1.2,Standard,544,whirlipede
1920,bw,Scolipede,60,90,89,55,69,112,200.5,2.5,Standard,545,scolipede
1921,bw,Cottonee,40,27,60,37,50,66,0.6,0.3,Standard,546,cottonee
1922,bw,Whimsicott,60,67,85,77,75,116,6.6,0.7,Standard,547,whimsicott
1923,bw,Petilil,45,35,50,70,50,30,6.6,0.5,Standard,548,petilil
1924,bw,Lilligant,70,60,75,110,75,90,16.3,1.1,Standard,549,lilligant
1925,bw,Golduck,80,82,78,95,80,85,76.6,1.7,Standard,55,golduck
1926,bw,Basculin,70,92,65,80,55,98,18.0,1.0,Standard,550,basculin
1927,bw,Basculin-Blue-Striped,70,92,65,80,55,98,18.0,1.0,Standard,550,basculin-blue-striped
1928,bw,Sandile,50,72,35,35,35,65,15.2,0.7,Standard,551,sandile
1929,bw,Krokorok,60,82,45,45,45,74,33.4,1.0,Standard,552,krokorok
1930,bw,Krookodile,95,117,70,65,70,92,96.3,1.5,Standard,553,krookodile
1931,bw,Darumaka,70,90,45,15,45,50,37.5,0.6,Standard,554,darumaka
1932,bw,Darmanitan,105,140,55,30,55,95,92.9,1.3,Standard,555,darmanitan
1933,bw,Maractus,75,86,67,106,67,60,28.0,1.0,Standard,556,maractus
1934,bw,Dwebble,50,65,85,35,35,55,14.5,0.3,Standard,557,dwebble
1935,bw,Crustle,70,95,125,65,75,45,200.0,1.4,Standard,558,crustle
1936,bw,Scraggy,50,75,70,35,70,48,11.8,0.6,Standard,559,scraggy
1937,bw,Mankey,40,80,35,35,45,70,28.0,0.5,Standard,56,mankey
1938,bw,Scrafty,65,90,115,45,115,58,30.0,1.1,Standard,560,scrafty
1939,bw,Sigilyph,72,58,80,103,80,97,14.0,1.4,Standard,561,sigilyph
1940,bw,Yamask,38,30,85,55,65,30,1.5,0.5,Standard,562,yamask
1941,bw,Cofagrigus,58,50,145,95,105,30,76.5,1.7,Standard,563,cofagrigus
1942,bw,Tirtouga,54,78,103,53,45,22,16.5,0.7,Standard,564,tirtouga
1943,bw,Carracosta,74,108,133,83,65,32,81.0,1.2,Standard,565,carracosta
1944,bw,Archen,55,112,45,74,45,70,9.5,0.5,Standard,566,archen
1945,bw,Archeops,75,140,65,112,65,110,32.0,1.4,Standard,567,archeops
1946,bw,Trubbish,50,50,62,40,62,65,31.0,0.6,Standard,568,trubbish
1947,bw,Garbodor,80,95,82,60,82,75,107.3,1.9,Standard,569,garbodor
1948,bw,Primeape,65,105,60,60,70,95,32.0,1.0,Standard,57,primeape
1949,bw,Zorua,40,65,40,80,40,65,12.5,0.7,Standard,570,zorua
1950,bw,Zoroark,60,105,60,120,60,105,81.1,1.6,Standard,571,zoroark
1951,bw,Minccino,55,50,40,40,40,75,5.8,0.4,Standard,572,minccino
1952,bw,Cinccino,75,95,60,65,60,115,7.5,0.5,Standard,573,cinccino
1953,bw,Gothita,45,30,50,55,65,45,5.8,0.4,Standard,574,gothita
1954,bw,Gothorita,60,45,70,75,85,55,18.0,0.7,Standard,575,gothorita
1955,bw,Gothitelle,70,55,95,95,110,65,44.0,1.5,Standard,576,gothitelle
1956,bw,Solosis,45,30,40,105,50,20,1.0,0.3,Standard,577,solosis
1957,bw,Duosion,65,40,50,125,60,30,8.0,0.6,Standard,578,duosion
1958,bw,Reuniclus,110,65,75,125,85,30,20.1,1.0,Standard,579,reuniclus
1959,bw,Growlithe,55,70,45,70,50,60,19.0,0.7,Standard,58,growlithe
1960,bw,Ducklett,62,44,50,44,50,55,5.5,0.5,Standard,580,ducklett
1961,bw,Swanna,75,87,63,87,63,98,24.2,1.3,Standard,581,swanna
1962,bw,Vanillite,36,50,50,65,60,44,5.7,0.4,Standard,582,vanillite
1963,bw,Vanillish,51,65,65,80,75,59,41.0,1.1,Standard,583,vanillish
1964,bw,Vanilluxe,71,95,85,110,95,79,57.5,1.3,Standard,584,vanilluxe
1965,bw,Deerling,60,60,50,40,50,75,19.5,0.6,Standard,585,deerling
1966,bw,Sawsbuck,80,100,70,60,70,95,92.5,1.9,Standard,586,sawsbuck
1967,bw,Emolga,55,75,60,75,60,103,5.0,0.4,Standard,587,emolga
1968,bw,Karrablast,50,75,45,40,45,60,5.9,0.5,Standard,588,karrablast
1969,bw,Escavalier,70,135,105,60,105,20,33.0,1.0,Standard,589,escavalier
1970,bw,Arcanine,90,110,80,100,80,95,155.0,1.9,Standard,59,arcanine
1971,bw,Foongus,69,55,45,55,55,15,1.0,0.2,Standard,590,foongus
1972,bw,Amoonguss,114,85,70,85,80,30,10.5,0.6,Standard,591,amoonguss
